review_file_id,comments,score
654.json,general discussion extends zhou approach semantic role labeling based deep bilstms addition applying recent best practice technique leading quantitative improvement provide insightful qualitative analysis well written clear structure provide comprehensive overview related work compare representative model hace applied data set found interesting convincing welcome research contribution show work well also analyzes merit shortcoming learning approach strength strong insightful discussion error analysis weakness little insight regarding task,3
654.json,present state deep learning semantic role labeling natural extension previous state system zhou recent best practice initialization regularization deep learning literature give relative error reduction gain task also give depth empirical analysis reveal strength remaining issue give quite valuable information researcher field even though understand improvement point measure quite meaningful result engineering point view think main contribution extensive analysis experiment section depth investigation analysis section detailed analysis shown section performed quite reasonable give comparable literature novel information relation accuracy syntactic parsing type analysis often omitted recent paper however definitely important improvement well written well structured really enjoyed like accepted,3
382.json,strength present step direction developing challenging corpus training sentence planner data text important timely direction weakness unclear whether work reported represents substantial advance perez beltrachini method selecting content directly compare present appears main novelty additional analysis however rather superficial good report comparison nnlg baseline fare corpus comparison however bleu score appear much much higher suggesting nnlg baseline sufficient informative comparison general discussion need clearly articulate count substantial advance published already perez beltrachini nnlg baseline taken seriously contrast lrec common publish main session corpus development methodology absence system making corpus also stronger included analysis syntactic construction corpus thereby directly bolstering case corpus complex exact detail number different path shape determined also included ideally associated syntactic construction finally note limitation method nothing include richer discourse relation contrast consequence background long central respect corpus described walker jair isard lrec interesting discussed comparison method reference marilyn walker amanda stent françois mairesse rashmi prasad individual domain adaptation sentence planning dialogue journal artificial intelligence research jair isard methodius corpus rhetorical discourse structure generated text proceeding tenth conference language resource evaluation lrec portorož slovenia addendum following author response thank informative response response offer crucial clarification raised overall rating comparison perez beltrachini perhaps important eventual reader still seems reviewer advance could made much clearer true perez beltrachini cover content selection dataset differs really seem much complete methodology constructing data text dataset beyond obvious crowd sourcing step extent step innovative especially crucial highlighted interesting crowd sourced text rejected verification step related reviewer concern interesting example rejected extent indicates higher quality text dataset beyond main point really collecting crowd sourced text make possible make comparison corpus data text level reviewer crucial whole picture nnlg baseline issue relative difference performance baseline corpus could disappear substantially higher scoring method employed assumption relative difference remain even fancier method made explicit acknowledging issue footnote even limitation comparison still strike reviewer useful component overall comparison datasets whether dataset creation able without system though indeed unprecedented issue perhaps novel important dataset likely reviewer acknowledges importance dataset comparison existing one even advance already published content selection work finally reviewer concurs reviewer need clarify role domain dependence mean wide coverage final version accepted,3
382.json,strength potentially valuable resource make good point weakness awareness related work trying domain independent microplanning even possible crowdsourced text appropriate general discussion interesting present potentially valuable resource many way sympathetic however high level concern addressed perhaps address response surprised constant reference comparison fairly obscure previously heard better justified work comparison well known corpus one list section also many project looked microplanning issue verbalising dbpedia indeed workshop many paper dbpedia http webnlg sciencesconf http aclweb anthology also previous work duboue kutlak like le fixation awareness work dbpedia microplanning tends domain genre dependent example pronoun used much often novel aircraft maintenance manual much work focused domain dependent resource real question whether possible even theory train wide coverage microplanner discus need show aware concern concerned quality text obtained crowdsourcing people dont write well clear gathering example text random crowdsourcers going produce good corpus training microplanners remember ultimate goal microplanning produce text easy read imitating human writer along learning approach microplanning make sense confident human writer produced well written easy read text reasonable assumption writer professional journalist example dubious writer random crowdsourcers presentational perspective ensure text meet font size criterion text especially tiny difficult read text font size text body initially rate borderline look forward seeing author response adjust rating accordingly,2
117.json,strength address relevant topic learning mapping natural language relation context partial information argument case large number possible target relation proposal consists method combine different representation input text word level representation segmentation target relation name also input text relation single token without segmentation relation name input text seems main contribution ability rank entity entity linking step show improvement compared state weakness approach evaluated limited dataset general discussion think section fit better inside related work become section proposal thus section splitted properly,3
588.json,content proposes task provides dataset task predict blanked named entity text help external definitional resource particular freebase named entity typically rare appear often corpus possible train model specifically entity argues convincingly important setting explore along multiple baseline neural network model problem presented make external resource also accumulates evidence across context text strength collection desideratum task well chosen advance field predicting blanked named entity task already shown interesting daily mail dataset make task hard language model focus rare entity drive field towards interesting model collection baseline well chosen show neither without external knowledge simple cosine similarity based external knowledge task well main model chosen well text clear well argued weakness puzzled fact using larger context beyond sentence blank help model using additional context hierenc accumulates knowledge context possible explanation either sentence blank across board informative task sentence without explanation suggested seems unintuitive case another possible explanation using additional context hierenc using temporal network much useful enlarging individual context feeding larger recurrent network think could going general discussion particularly like task data proposes setup really drive field forward think mind main contribution,3
588.json,general discussion deal task predicting missing entity given context using freebase definition entity highlight importance problem given entity come long tailed distribution popular sequence encoders encode context definition candidate entity score based similarity context clear task indeed important dataset useful benchmark approach serious weakness evaluation leaf question unanswered strength proposed task requires encoding external knowledge associated dataset serve good benchmark evaluating hybrid system weakness model evaluated except best performing hierenc access contextual information beyond sentence seem sufficient predict missing entity unclear whether attempt coreference anaphora resolution made generally help well human perform task choice predictor used model unusual unclear similarity context embedding definition entity good indicator goodness entity filler description hierenc unclear understand input temporal network average representation instantiation context filled every possible entity vocabulary seem good idea since presumably instantiation correct likely introduce noise informative given rare entity prediction problem help look type level accuracy analyze accuracy proposed model vary frequency entity question important assumption made good entity embeddings assumption tested tried building classifier take input read response still think task dataset could benefit human evaluation task potentially good benchmark system know difficult task presented indicative reason stated hence changing score,1
79.json,considers problem completion proposes itransf purpose unlike stranse assigns relation independent matrix proposes share parameter different relation proposed tensor constructed contains various relational matrix slice selectional vector alpha used select subset relevant relational matrix composing particular semantic relation discus technique make alpha sparse experimental standard benchmark datasets show superiority itransf prior proposal overall well written experimental good however several concern regarding work hope answer response arranging relational matrix tensor selecting appropriately considering linearly weighted relational matrix ensure information sharing different relational matrix case performed tensor decomposition projected different slice relational matrix common lower dimensional core tensor clear approach taken despite motivation share information different relational matrix requirement share information across different relational matrix make attention vector sparse contradictory attention vector truly sparse many zero information flow slice optimisation spend space discussing technique computing sparse attention vector mention page regularisation work preliminary experiment however experimental shown regularisation explain suitable task reviewer appears obvious baseline especially given ease optimisation instead hard optimisation propose technique rather crude approximation solve trouble could spared used vector alpha performing selection weighing slice slightly misleading call attention term used different type model attention used machine translation clear need initialise optimisation trained embeddings transe cannot simply randomly initialise embeddings done transe update fair compare transe transe initial point learning association semantic relation idea used related problem relational similarity measurement turney jair relation adaptation bollegala ijcai good current work respect prior proposal modelling inter relational correlation similarity thanks providing feedback read,2
96.json,strength dataset useful researcher area algorithm sentiment word based machine translation proposed interpret sarcasm tweet weakness provide detailed statistic constructed dataset integrating sentiment word clustering machine translation technique simple straightforward novelty challenging issue general discussion overall well written experiment conducted carefully analysis reasonable offer comment follows according data collection process tweet annotated five time determine regarded gold standard measure performance technique moses well known good baseline another technique together comparison differ work focus sarcasm detection research topic interesting attempt interpret sarcasm reflecting semantics,2
96.json,focus interpreting sarcasm written twitter identifying sentiment word using machine translation engine find equivalent sarcastic tweet edit thank answer appreaciate added line commenting strength among positive aspect work like mention parallel corpus presented think useful researcher area identifying interpreting sarcasm social medium important contribution also attempt evaluate parallel corpus using existing measure one used task also used human judgement evaluate corpus aspect fluency adequacy equivalent sentiment room improvement tackling problem interpretation monolingual machine translation task interesting appreciate intent compare architecture think relatively small dataset needed used predictable neural interpretation performing worse moses interpretation came conclusion seeing table addition comparing architecture liked configuration used moses least provide explanation configuration described line choice justified thank response understand difficult write detail hope include line answer believe could valuable information presented sing clear evaluate component beforehand important component evaluated particularly clustering used positive negative word said used mean clustering algorithm clear wanted create cluster word test number instead positive negative word respectively also could another algorithm beside kmeans instance star clustering algorithm aslam require parameter thanks clarifying sign search tweet sentiment word found change cluster contain word assuming limit number sentiment word found decides many sentiment word change example tweet provided section constantly irritated anxious depressed great feeling clustering stage sign something like constantly cluster cluster cluster cluster feeling correct please explain sign thanks clarifying minor comment line section said sign context interpretation differ original sarcastic tweet case come closer gold standard human interpretation mean human interpretation original tweet idea section line could eliminate footnote adding cluster cluster number reference aslam javed pelekhov ekaterina daniela star clustering algorithm static dynamic information organization journal graph algorithm application http eudml,3
727.json,strength interesting task clearly written easy follow created data useful researcher detailed analysis performance weakness method adapted related work result comparison explanation uniqueness task discussion limitation previous research solving problem added emphasize research contribution general discussion present supervised weakly supervised model frame classification tweet predicate rule generated exploiting language based twitter behavior based signal supplied probabilistic soft logic framework build classification model political frame classified tweet multi label classification task experimental demonstrate benefit predicate created using behavior based signal please find specific comment discussion frame classification differs stance classification umbrella different level granularity benefit adding brief discussion exactly transition long congressional speech short tweet add challenge task example past research rely specific cross sentential feature apply tweet consider adapting method frame classification work congressional speech stance classification work text extent possible limitation twitter data compare work seems weakly supervised unsupervised term interchangeably used case please clarify author response believe weakly supervised technically correct terminology setup work used consistently throughout initial unlabeled data labeled human annotator classification weak noisy label sort keywords come expert presented method completely unsupervised data traditional unsupervised method clustering topic model word embeddings calculated kappa straightforward reflection difficulty frame classification tweet line viewing proof rather strong claim kappa merely represents annotation difficulty disagreement many factor contribute value poorly written annotation guideline selection biased annotator lack annotator training difficulty frame classification tweet human annotator actually intend relate cohen kappa strong enough task opinion rely annotated label line ignore contextual information negation conditional hypothetical statement impacting contributing word calculating similarity frame tweet effect frame prediction consider using model determine similarity larger text unit perhaps using skip thought vector vector compositionality method ideal exclude annotated data calculating statistic used select gram line mention entire tweet data used otherwise statistic test fold labeled data weakly supervised setup still leak selection process think made difference current selection gram size unlabeled data much larger constituted cleaner experimental setup please precision recall table minor please double check rule footnote placement concerning placement punctuation,3
727.json,strength address challenging nuanced problem political discourse reporting relatively high degree success task political framing detection interest community well written weakness quantitative given author compared traditional baseline classification algorithm making unclear degree necessary poor comparison alternative approach make difficult know take away qualitative investigation interesting chosen visualization difficult make sense little discussion perhaps make sense collapse across individual politician create clearer visual general discussion submission well written cover topic interest community time lack proper quantitative baseline comparison minor comment line year provided boydstun citation unclear similar behavior time tweeting necessarily indicative similar framing citation given support assumption related work go quite number area gloss work clearly related model political discourse work spending much time mentioning work tangential unsupervised model using twitter data section unclear whether wordvec trained dataset used trained embeddings give intuition behind unigrams used predict frame bigram trigram used predict party note temporal similarity worked best hour chunk make mention important assumption unable provide full work still worthwhile give reader sense performance look like time window widened table caption make clear score well clarifying score weighted micro macro also made clear evaluation metric section page,2
818.json,summary aim learn common sense relationship object category comparative size weight strength rigidness speed unstructured text insight leverage correlation action verb comparative relation throw larger strength proposes novel method address important problem mining common sense attribute relation text weakness liked example object pair action verb predicted attribute relation interesting action verb corresponding attribute relation also lack analysis discussion kind mistake make number object pair dataset small many distinct object category scalable approach larger number object pair unclear frame similarity factor attribute similarity factor selected general discussion suggestion discus following work compare mining attribute attribute distribution directly getting comparative measure advantage offered proposed method compared direct approach extraction approximation numerical attribute dmitry davidov rappoport minor typo abstract line mention dimension five line line object first first line skimp smaller line selctional selectional,3
818.json,study interesting problem extracting relative physical knowledge action object unstructured text inference factor graph consists type subgraphs action graph object graph stem insight common knowledge physical world influence people talk even though rarely explicitly stated strength try solve interesting challenging problem problem hard reporting bias insight approach inspiring innovative clearly described idea handling text sparsity semantic similarity factor also appropriate empirical evidence well support effectiveness compared baseline well written informative visualization except minor error like dimension abstract five everywhere else weakness benefit drawback component still somehow discussed hard tell limited quantitative example inherent discrepancy cross verb frame similarity within verb frame similarity action object compatibility frame throw thrown share verb primitive throw infer within verb given side frame thrown kicked share frame known inferred current deal discrepancy might better qualitative analysis evidence also need provided gauge difficult task dataset example incorrectly classified action object also ambiguous human type action object tend make mistake verb frame type usually harder others interestingly mistake made incorrectly enforced proposed semantic similarity think analysis component qualitative inspire general framework task general discussion author response reading response tend keep current rating accept response well address concern tend believe necessary background experimental analysis added given organization extra page hard author response think general solid interesting tend accept better question answered,3
376.json,strength useful modeling contribution potentially useful annotated data important problem event extraction relationship country expressed news text weakness many point explained well general discussion work tackle important interesting event extraction problem identifying positive negative interaction pair country world rather actor country primary contribution application supervised structured neural network model sentence level event relation extraction previous work examined task overall area knowledge publicly availble sentence level annotated data problem make contribution well annotating data included submission released could useful future researcher area proposed model seem application various tree structured recursive neural network model demonstrate nice performance increase compared fairly convincing broad baseline able trust also present manual evaluation inferred time series news corpus nice torn problem terrific application recursive model seems like contribution problem unfortunately many aspect model experimentation evaluation explained well work carefully written could really great note baseline need explanation example sentiment lexicon explained lstm classifier left highly unspecified multiple different architecture lstm classification trained reference approach using shelf code case please refer cite also make easier reader understand replicate necessary impossible replicate based line explanation supplied code seem include baseline recursive model great supplied code part system want penalize missing relevant since detail baseline could really replicated based explanation recursive model trained visualization section minor contribution really innovation finding work work line line unclear problem difficult compared also sentence somewhat ungrammatical tree binarized footnote tensor version need citation explain referred state verb defined definition event word come particular previous work motivates please refer something appropriate related footnote course collapsed form work using dependency label point stanford collapsed form remove preposition dependeny path instead incorporate label cameo tabari category mapped positive negative entry performance sensitive mapping seems like hard task hundred cameo category consider using goldstein scaling used political science well cited work connor reason sentiment lexicon appropriate task clear failed finding alpha meeting requirement mean requirement attempt find precision recall value based class mean contingency table gold predicted class sentence leaf ambiguous precision recall calculated information aggregation seems fine though fairly temporal smoothing function standard much justification especially given something simpler like fixed window average could used visualization seems pretty without much justification choice graph visualization shown seem illustrate much also discus related work spatial visualization country country relationship peter hoff michael ward union country well defined concept mmybe mean international organization strong weak peak selected particular chosen peak need example explanation mean judge polarity peak look like algorithm wrong hard ass agreement rate judged claim gerrish connor different purpose output work right work extract time series statistical information polarity relationship country also extract topical keywords explain aspect relationship concerned le concerned certainly previous work address fine address last sentence seems like pretty statement raise question gerrish connor conduct evaluation external database country relation developed political science military interstate dispute work evaluation well various weakness data evaluation approach need discussed justified,1
726.json,proposes approach learning semantic parser using encoder decoder neural architecture distinguishing feature semantic output full query method evaluated standard datasets atis well novel dataset relating document search solid well executed take relatively well established technique form encoder decoder trimming data augmentation paraphrasing us generate query purported advantage query expressive semantic formalism commonly used literature edited untrained crowd worker familiar semantic parsing expressive standard semantic formalism really query three datasets standard formalism unable capture full semantics query really best datasets showcase expressivity also term learns fraction actually much extra expressivity able capture also bias term style query tends generate wanted better sense potential actuality able capture need extra expressivity relative datasets experiment somewhat related start section assert harder directly produce never actually show seems statement expressivity anything else return question much actually generating next really liked seen discussion type query generates second part evaluation scholar dataset specifically query formed way formed crowd worker required post edit query much effort take equally correct crowd worker constructing query always able construct perfect query experience suggest similar vein error analysis liked seen agreement number annotator incomplete result query seems rely heavily existing knowledge part annotator therefore highly subjective overall achieves impressive well executed wanted insight true ability generate better sense subset language generates couple minor thing linguist write refer linguist linguist able write query either think point trying make simply annotator without specific training semantic translation query able perform task clear anonymized utterance point right saying paraphrase single word time presumably exclude entity paraphrasing introduce visual variable term line type differentiate three line viewing grayscale various inconsistency reference casing issue freebase wang missing critical publication detail wong mooney,3
419.json,introduces simple effective method morphological paradigm completion resource setting method us character based seqseq trained example language resource poor language closely related resource rich language training example annotated paradigm property language thus enables transfer learning across language language share common character common paradigm proposed multi lingual solution novel similar architecture explored syntax language modeling novelty apply approach morphology experimental show substantial improvement monolingual baseline include thorough analysis impact language similarity quality interesting clearly written think nice contribution conference program detailed comment main question proposed general multilingual methodology limited pair language rather set similar language example romance language could included training improve spanish paradigm completion slavic language cyrillic script could mixed improve ukrainian interesting extension model lingual multilingual setting think arabic fair fairly meaningless baseline given different script morphology target language interesting baseline language partially shared alphabet different typology example slavic language latin script could used baseline language romance language arabic excluded consider distant language family baseline experimental still strong half page discussion contribution arabic regularizer also add little remove arabic experiment regularizer according footnote work even better adding arabic transfer language related work missing line work language universal model basically approach learn shared parameter input multiple language language input mediate language related study include multilingual parser ammar language model tsvetkov machine translation johnson minor think claim correct line tag easy transfer across language transfer annotation also challenging task reference waleed ammar george mulcaire miguel ballesteros chris dyer noah smith many language parser tacl yulia tsvetkov sunayana sitaram manaal faruqui guillaume lample patrick littell david mortensen alan black lori levin chris dyer polyglot neural language model case study cross lingual phonetic representation learning naacl melvin johnson mike schuster quoc maxim krikun yonghui zhifeng chen nikhil thorat google multilingual neural machine translation system enabling zero shot translation arxiv preprint arxiv response author response thanks response looking forward reading final version,3
462.json,strength approach described manuscript outperformed previous approach achieved state result regarding data method used combination market text data approach used word embeddings define weight lexicon term extending similar term document weakness deep learning based method known able achieve relatively good performance without much feature engineering sentimental analysis literature search needed compare related work better approach generally improved performance feature based method without much novelty proposal feature general discussion manuscript described approach sentimental analysis method used relatively method using word embeddings define weight lexicon term however novelty significant enough,1
462.json,strength weakness general discussion investigates sentiment signal company annual filing report forecast volatility evaluate information retrieval term weighting model seeded finance oriented sentiment lexicon expanded word embeddings used reduce dimensionality support vector regression applied similarity estimation addition text based feature also text based market feature sector information volatility estimate multiple fusion method combine text feature market feature evaluated comment interesting include experimental condition namely simple trigram prior sentiment feature reflect delta idf score individual feature additional baseline good binary feature could corroborate reference http pdfs semanticscholar ccaaaeeefeebebea,1
97.json,strength try tackle practical problem automated short answer scoring particular japanese gotten much attention english language weakness simply read like system description light experiment insight show lack familiarity recent related work aimed english term methodology evaluation couple http aclweb anthology page http aclweb anthology also recent kaggle competition generated several methodology http kaggle asap general discussion meet standard preferred experiment feature ablation study algorithm comparison motivated final system design well sort qualitative evaluation user study mixed initiative user interface feature improved score feel like work progress without actionable method insight also pearson spearman correlation kappa score considered appropriate accuracy sort ordinal human score,1
97.json,present text classification method based training technique using labeled unlabeled data reported experimental several benchmark data set including trec data showed method improved overall performance compared comparative method think approach using training fine tuning novel originality labeled unlabeled data training step compare three baseline without training deep learning unsupervised training using deep autoencoders think interesting compare method method presented introduction section,2
395.json,outline method learn sense embeddings unannotated corpus using modular sense selection representation process learning achieved message passing scheme module cast reinforcement learning problem strength generally well written present idea clearly make comparison related work required experiment well structured overall good though outstanding however several problem prevent endorsing completely weakness main concern magnification central claim beyond actual worth term deep title several time skip gram architecture deep misrepresentation also reinforcement learning central claim however best understanding motivation implementation lack clarity section try cast task reinforcement learning problem go major drawback learning algorithm used algorithm relate originally claimed policy furthermore remains unclear novel modular approach work seems similar learning approach optimal sense selected step objective optimized step yield better sense representation properly distinguish approach motivative preferred first place make term pure sense representation multiple time claim central contribution sure mean beneficial claim linear time sense selection clear case highlighting fact relevant part helpful finally claim state however single maxsimc metric work achieved overall better using avgsimc metric state everything claim achieves abstract intro least little misleading,2
395.json,describes novel approach learning multi sense word representation using reinforcement learning cbow like architecture used sense selection computing score sense based product word embeddings current context corresponding sense vector second module based skip gram used train sense representation given sense selection module order train module apply learning value provided cbow based sense selection module reward given skip gram negative sampling likelihood additionally propose approach determining number sens word parametrically creating sens value existing score score resulting approach achieves good maxsimc metric comparable previous approach avgsimc suggest approach could used improve performance downstream task replacing word embeddings probable sense embedding nice claim explored perhaps sequential labeling task tagging especially light previous work questioning usefulness multi sense representation downstream task found somewhat misleading suggest relying maxsimc could reduce overhead real world application sense disambiguation step associated parameter still required addition sense embeddings clustering based approach using weighted average sense representation similar overhead claim improving wordvec using data also particularly surprising scws misleading contribution advance differ much previous work modular quality approach flexibility think could explored sense disambiguation module us vector averaging cbow approach positive aspect able substitute context composition approach using alternative neural architecture composition technique relatively easily applies interesting approach problem explored many way standard benchmark comparable previous work particularly surprising interesting however approach go beyond simple extension skip gram multi sense representation learning providing modular framework based reinforcement learning ideally aspect explored overall approach interesting enough considered acceptance could help move research area forward number typo addressed line representation selects note thank response,3
792.json,strength presentation final section excellent read well start clear structure argumentation part good address important problem attempting incorporate word order information word sense embeddings proposed solution interesting weakness unfortunately rather inconsistent left entirely convinced proposed model better alternative especially given added complexity negative fine insufficient analysis learn moreover reported word analogy task besides told proposed model competitive could interesting analyzed aspect experimental setup unclear poorly motivated instance corpus datasets detail unfortunately quality deteriorates towards reader left little disappointed quality presentation argumentation general discussion learn representation word sens shared emerging space done lstmembedsw version rather consisently performs worse alternative case motivation learning representation word sens shared semantic space entirely clear never really discussed motivation intuition behind predicting trained embeddings explicitly stated also trained embeddings lstmembedsw representation word sens used different alternative possible setup used experiment importance learning sense embeddings well recognized also stressed unfortunately however seems never really evaluated remains unclear word similarity datasets considers word independent context size training corpus instance using different proportion babelwiki shown figure however comparison somewhat problematic size substantially different size semcor moreover really small typically small corpus learning embeddings wordvec proposed model favor small corpus stated evaluated test set independent wssim wsrel make comparison problematic case giving three win opposed proposed model said faster train using trained embeddings output layer however evidence support claim provided strengthen table dimensionality fair comparison section synonym identification missing similarity measurement describe multiple choice task approached reference table missing description training word analogy task mentioned describing corresponding dataset,1
19.json,strength approach novel promising beating state weakness linguistic motivation behind troublesome feel benefit thoughtful interpretation general discussion present approach zero pronoun resolution chinese advocate novel procedure generating large amount relevant data unlabeled document data integrated smartly based architecture training step improve state mixed feeling study hand approach seems sound show promising beating recent system chen hand main contribution framed disturbing linguistic point view particular zero pronoun resolution linguistically speaking context modeling task requiring accurate interpretation discourse salience semantic syntactic clue start assumption zero pronoun used specific context full normally possible perspective generating data replacing nominal zero blank sound convincing indeed show training module alone achieve reasonable performance think generated pseudo data called data seems likely encode form selectional preference nice could invest effort better understanding exactly training module learns reformulate corresponding section benefit proofreading native speaker english example sentence line grammatical point line restriction noun especially pronoun example strategy common pronoun english guarantee occurrence token indeed coreferent line term antecedent typically used denote preceding mention coreferent anaphor mean line ontonotes typo line shown evaluation gold annotated data provide reliable estimation performance indeed recent study coreference evaluate system mention example study chen citing provide different type evaluation including system mention please consider rerunning experiment realistic evaluation setup line understand dagger system name mean improvement statistically significant domain including line learn typo section section abbreviation instead without introducing please unify terminology reference please double check capitalization,3
481.json,work extend coco adding incorrect caption existing caption word difference demonstrate state method captioning perform extremely poorly determining caption fake determining word fake caption wrong selecting replacement word given fake word work build upon wealth literature regarding underperformance vision language model relative apparent capacity think work make concrete fundamental question area vision language model interesting thing consider nice task model shed light broken ness setting perform insightful analysis factor associated failure figure biggest concern similarity ding said think make really good point ding generate similar caption one differ word still break model think justifiably fundamental difference observation demonstrates ding engineering requirement simple approach still break thing catastrophically another concern neuraltalk select hardest foil clever idea worried creates risk self reinforcement bias neuraltalk bias fundamentally baked foil coco think section could longer relative rest liked paragraph liked part overall like nicely build upon highlight defficiencies vision language integration ding similarity game breaker think anything work show vision language model easy fool ding method even required small thing liked seen another baseline simply concatenates extracted feature train softmax classifier blind nice touch dumb vision langauge baseline close well lstm attention could made point even stronger supercategory wordnet coco understand idea specific artefact undesirable artifact included chance table line constant prediction baseline flip blind prediction better baseline entirely clear think chance line confusion ariplane reading author response think author response spot concern neuraltalk bias additional baseline addressed confident addressed final version keep score,3
706.json,thanks response look forward reading effect incentive ambiguity language domain review author response proposes build natural language interface allowing user define concept syntax trivial extension wang liang manning learning language game interaction question size vocabulary used possible position respect previous work inverse reinforcement learning imitation learning strength well written provides compelling direction solution problem dealing large possible program learning natural language interface weakness discus effect incentive final performance alternative considered claim method extended practical domain clear straightforward going sensitive method size vocabulary required domain increased ambiguity natural language create problem question discussed current experiment real world application definitely strengthen even,3
706.json,strength report interesting project enable people design language interacting computer program place using programming language specific construction focus ability people make definition nicely make recursive definition arrive general giving command example showing user could generate definition create palm tree motivating approach using learning grammar capture case seems like good weakness seems extension similar topic helpful explicit much comparison previous work related work section feature learning interesting always clear come play example good example social feature influenced outcome otherwise people work together create language general discussion,3
614.json,proposes integrating word sense inventory existing approach lexical substitution task using inventory filter candidate first propose metric measure mutual substitutability sense inventory human judgment lexsub task empirically measure substitutability inventory various source wordnet ppdb next propose clustering different paraphrase word ppdb using multi view clustering approach automatically generate sense inventory instead using aforementioned inventory finally cluster naive majority technique filter existing ranked list substitution candidate strength idea marrying vector space based approach sense inventory lexsub task useful since technique seem complementary information especially since vector space model typically unaware sense polysemy oracle evaluation interesting give clear indication much gain expect best case still large oracle actual score still argue usefulness proposed approach large difference unfiltered oracle weakness understand effectiveness multi view clustering approach almost across board paraphrase similarity view significantly better view combination learn usefulness view empirical example different view help clustering paraphrase word analysis different clustering technique differ except task directly without detailed analysis difference similarity view hard draw solid conclusion different view fully clear first read specifically immediately clear section connect reading like disjoint piece work instance understand connection section section adding forward backward pointer reference section useful clearing thing relatedly multi view clustering section need editing since subsection seem order citation seem missing line relatively poor performance noun make uneasy expect twsi really well nature fact oracle ppdbclus higher clustering approach disconcerting like understand better also directly contradicts claim clustering approach generalizable part speech since performance clearly uniform general discussion mostly straightforward term technique used experiment even show clear gain lexsub task pronged approach potentially gained using stronger algorithm additional question line hypernym hyponym line need symmetric line weighting scheme seems kind arbitrary indeed arbitrary principled choice high performance substclus ascribable fact number cluster tuned based view tuning number cluster based matrix affect conclusion related task could approach possibly generalize specific lexsub,3
