review_file_id,comments,score
657.json,strengths this paper addresses in part the problem of interpreting long short term memory lstm neural network models trained to categorize written justifications in values affirmation essays this is definitely an interesting research question to do so the authors want to rely on approaches that have are standard in experimental psychology furthermore the authors also aim at validating sociological assumptions via this study weaknesses one of the main weaknesses of the paper lies in the fact that the goals are not clear enough one overall ambitious goal put forward by the authors is to use approaches from experimental psychology to interpret lstms however no clear methodology to do so is presented in the paper on the other hand if the goal is to validate sociological assumptions then one should do so by studying the relationships between gender markers and the written justifications independently on any model the claim that expected gender differences are a function of theories of gendered self construal is not proven in the study general discussion if the study is interesting it suffers from several weak arguments first of all the fact that the probability shift of a token in the lstm network are correlated with the corresponding svm coefficients is no proof that these probabilities are valid ways to interpret the model indeed a svm coefficients only reveal part of what is happening in the decision function of an svm classifie and b it is not because one coefficient provides an interpretation in one model that a correlated coefficient provides an explanation in another model furthermore the correlation coefficients are not that high so that the point put forward is not really backed up as mentioned before another problem lies in the fact that the authors seem to hesitate between two goals it would be better to clearly state one goal and develop it concerning the relation to experimental psychology which is a priori an important part of the paper it would be interesting to develop and better explain the multilevel bayesian models used to quantify the gender based self construal assumptions it is very difficult to assess whether the methodology used here is really appropriate without more details as this is an important aspect of the method it should be further detailed,2.0
483.json,the paper presents an application of pointer networks a recurrent neural network model original used for solving algorithmic tasks to two subtasks of argumentation mining determining the types of argument components and finding the links between them the model achieves state of the art results strengths thorough review of prior art in the specific formulation of argument mining handled in this paper simple and effective modification of an existing model to make it suitable for the task the model is mostly explained clearly strong results as compared to prior art in this task weaknesses this formulation of argumentation mining is just one of several proposed subtask divisions and this should be mentioned for example in claims are detected and classified before any supporting evidence is detected furthermore applied neural networks to this task so it is inaccurate to say as is claimed in the abstract of this paper that this work is the first nn based approach to argumentation mining two things must be improved in the presentation of the model what is the pooling method used for embedding features line and equation in line is not clear enough is ei the random variable representing the type of ac i or its identity both are supposedly modeled the latter by feature representation and need to be defined furthermore it seems like the lhs of equation should be a conditional probability there are several unclear things about table first why are the three first baselines evaluated only by macro f and the individual f scores are missing this is not explained in the text second why is only the pn model presented is this the same pn as in table or actually the joint model what about the other three it is not mentioned which dataset the experiment described in table was performed on general discussion there has to be a lengthier introduction to pointer networks mentioning recurrent neural networks in general for the benefit of readers unfamiliar with sequence to sequence models also the citation of sutskever et al in line should be at the first mention of the term and the difference with respect to recursive neural networks should be explained before the paragraph starting in line tree structure etc the elu activation requires an explanation and citation still not enough well known mc cl and pr should be explained in the label a sentence about how these hyperparameters were obtained would be appropriate the decision to do early stopping only by link prediction accuracy should be explained i e why not average with type accuracy for example inference at test time is briefly explained but would benefit from more details specify what the length of an ac is measured in words the referent of these in neither of these is unclear minimum should be maximum the performance w r t the amount of training data is indeed surprising but other models have also achieved almost the same results this is especially surprising because nns usually need more data it would be good to say this this could alternatively show that structural cues are less important for this task some minor typos should be corrected e g which is show line rinott ruty et al show me your evidence an automatic method for context dependent evidence detection emnlp laha anirban and vikas raykar an empirical evaluation of various deep learning architectures for bi sequence classification tasks coling,4.0
21.json,the paper is clearly written and the claims are well supported the related work in particular is very thorough and clearly establishes where the proposed work fits in the field i had two main questions about the method phrases are mentioned in section but only word representations are discussed how are phrase representations derived there is no explicit connection between m and m in the model but they are indirectly connected through the tanh scoring function how do the learned matrices compare to one another e g is m like m furthermore what would be the benefits drawbacks of linking the two together directly by enforcing some measure of dissimilarity additionally statistical significance of the observed improvements would be valuable typographical comments line word phase pair should be word phrase pair line i propose an alternate wording instead of entities are translated to say entities are mapped to at first i read that as a translation operation in the vector space which i think is not exactly what is being described line slightly improvement in f measure should be slight improvement in f measure line extraneous commas in citation line the most case should be the most likely case i am guessing line extraneous period and comma in citation,4.0
21.json,strengths interesting research problem the method in this paper looks quite formal the authors have released their dataset with the submission the design of experiments is good weaknesses the advantage and disadvantage of the transductive learning has not yet discussed general discussion in this paper the authors introduce a transductive learning approach for chinese hypernym prediction which is quite interesting problem the authors establish mappings from entities to hypernyms in the embedding space directly which sounds also quite novel this paper is well written and easy to follow the first part of their method preprocessing using embeddings is widely used method for the initial stage but it still a normal way to preprocess the input data the transductive model is an optimization framework for non linear mapping utilizing both labeled and unlabeled data the attached supplementary notes about the method makes it more clear the experimental results have shown the effectiveness of the proposed method in this paper the authors also released dataset which contributes to similar research for other researchers in future,4.0
440.json,strengths this paper presents an extension to a ccg parsing to include dependency information achieving this while maintaining speed and tractability is a very impressive feature of this approach the ability to precompute attachments is a nice trick i also really appreciated the evaluation of the effect of the head rules on normal form violations and would love to see more details on the remaining cases weaknesses i would like to see more analysis of certain dependency structures i am particularly interested in how coordination and relative clauses are handled when the predicate argument structure of ccg is at odds with the dependency structures normally used by other dependency parsers general discussion i am very happy with this work and feel it a very nice contribution to the literature the only thing missing for me is a more in depth analysis of the types of constructions which saw the most improvement english and japanese and a discussion mentioned above reconciling pred arg dependencies with those of other parsers,4.0
440.json,this paper describes a state of the art ccg parsing model that decomposes into tagging and dependency scores and has an efficient a decoding algorithm interestingly the paper slightly outperforms lee et al more expressive global parsing model presumably because this factorization makes learning easier it great that they also report results on another language showing large improvements over existing work on japanese ccg parsing one surprising original result is that modeling the first word of a constituent as the head substantially outperforms linguistically motivated head rules overall this is a good paper that makes a nice contribution i only have a few suggestions i liked the way that the dependency and supertagging models interact but it would be good to include baseline results for simpler variations e g not conditioning the tag on the head dependency the paper achieves new state of the art results on japanese by a large margin however there has been a lot less work on this data would it also be possible to train the lee et al parser on this data for comparison lewis he and zettlemoyer explore combined dependency and supertagging models for ccg and srl and may be worth citing,4.0
769.json,this paper presents a novel framework for modelling symmetric collaborative dialogue agents by dynamically extending knowledge graphs embeddings the task is rather simple two dialogue agents bot bot human human or human bot talk about their mutual friends there is an underlying knowledge base for each party in the dialogue and an associated knowledge graph items in the knowledge graph have embeddings that are dynamically updated during the conversation and used to generate the answers strengths this model is very novel for both goal directed and open ended dialogue the presented evaluation metrics show clear advantage for the presented model weaknesses in terms of the presentation mathematical details of how the embeddings are computed are not sufficiently clear while the authors have done an extensive evaluation they have not actually compared the system with an rl based dialogue manager which is current state of the art in goal oriented systems finally it is not clear how this approach scales to more complex problems the authors say that the kb is k but actually what the agent operates is about judging from table general discussion overall i think this is a good paper had the theoretical aspects of the paper been better presented i would give this paper an accept,3.0
627.json,this paper presents a dialogue agent where the belief tracker and the dialogue manager are jointly optimised using the reinforce algorithm it learns from interaction with a user simulator there are two training phases the first is an imitation learning phase where the system is initialised using supervising learning from a rule based model then there is a reinforcement learning phase where the system has jointly been optimised using the rl objective strengths this paper presents a framework where a differentiable access to the kb is integrated in the joint optimisation this is the biggest contribution of the paper weaknesses firstly this is not a truly end to end system considering the response generation was handcrafted rather than learnt also their ee model actually overfits to the simulator and performs poorly in human evaluation this begs the question whether the authors are actually selling the idea of ee learning or the soft kb access the soft kb access actually brings consistent improvement however the idea of end to end learning not so much the authors tried to explain the merits of ee in figure but i also fail to see the difference in addition the authors did not motivate the reason for using the reinforce algorithm which is known to suffer from high variance problem they did not attempt to improve it by using a baseline or perhaps considering the natural actor critic algorithm which is known to perform better general discussion apart from the mentioned weaknesses i think the experiments are solid and this is generally an acceptable paper however if they crystallised the paper around the idea which actually improves the performance the soft kb access but not the idea of ee learning the paper would be better,4.0
365.json,update after reading author response the alignment of the hidden units does not match with my intuition and experience but i am willing to believe i am wrong in this case discussing the alignment in the paper is important and maybe just sanity checking that the alignment goes away if you initialize with a different seed if what you are saying about how the new model is very different but only a little better performing a error reduction then i wonder about an ensemble of the new model and the old one seems like ensembling would provide a nice boost if the failures across models are distinct right anyhow this is a solid paper and i appreciate the author response i raise my review score to a strengths evidence of the attention mtl connection is interesting methods are appropriate models perform well relative to state of the art weaknesses critical detail is not provided in the paper models are not particularly novel general discussion this paper presents a new method for historical text normalization the model performs well but the primary contribution of the paper ends up being a hypothesis that attention mechanisms in the task can be learned via multi task learning where the auxiliary task is a pronunciation task this connection between attention and mtl is interesting there are two major areas for improvement in this paper the first is that we are given almost no explanation as to why the pronunciation task would somehow require an attention mechanism similar to that used for the normalization task why the two tasks normalization and pronunciation are related is mentioned in the paper spelling variation often stems from variation in pronunciation but why would doing mtl on both tasks result in an implicit attention mechanism and in fact one that is then only hampered by the inclusion of an explicit attention mechanism this remains a mystery the paper can leave some questions unanswered but at least a suggestion of an answer to this one would strengthen the paper the other concern is clarity while the writing in this paper is clear a number of details are omitted the most important one is the description of the attention mechanism itself given the central role that method plays it should be described in detail in the paper rather than referring to previous work i did not understand the paragraph about this in sec other questions included why you can compare the output vectors of two models figure while the output dimensions are the same i do not understand why the hidden layer dimensions of two models would ever be comparable usually how the hidden states are organized is completely different for every model at the very least it is permuted so i really did not understand figure the kappa statistic for attention vs mtl needs to be compared to the same statistic for each of those models vs the base model at the end of sec is that row an upper bound across all data sets lastly the paper analysis sec seems to imply that the attention and mtl approaches make large changes to the model comparing e g fig but the experimental improvements in accuracy for either model are quite small which seems like a bit of a contradiction,4.0
365.json,summary the paper applies a sequence to sequence seqseq approach for german historical text normalization and showed that using a grapheme to phoneme generation as an auxiliary task in a multi task learning mtl seqseq framework improves performance the authors argue that the mtl approach replaces the need for an attention menchanism showing experimentally that the attention mechanism harms the mtl performance the authors also tried to show statistical correlation between the weights of an mtl normalizer and an attention based one strengths novel application of seqseq to historical text correction although it has been applied recently to sentence grammatical error identification showed that using grapheme to phoneme as an auxiliary task in a mtl setting improves text normalization accuracy weaknesses instead of arguing that the mtl approach replaces the attention mechanism i think the authors should investigate why attention did not work on mtl and perhaps modify the attention mechanism so that it would not harm performance i think the authors should reference past seqseq mtl work such as and the mtl work in also worked on non attention seqseq models this paper only tested on one german historical text data set of documents it would be interesting if the authors can evaluate the same approach in another language or data set references allen schmaltz yoon kim alexander m rush and stuart shieber sentence level grammatical error identification as sequence to sequence correction in proceedings of the th workshop on innovative use of nlp for building educational applications minh thang luong ilya sutskever quoc v le oriol vinyals and lukasz kaiser multi task sequence to sequence learning iclr dong daxiang wu hua he wei yu dianhai and wang haifeng multi task learning for multiple language translation acl here is my reply to the authors rebuttal i am keeping my review score of which means i do not object to accepting the paper however i am not raising my score for reasons the authors did not respond to my questions about other papers on seqseq mtl which also avoided using attention mechanism so in terms of novelty the main novelty lies in applying it to text normalization it is always easier to show something i e attention in seqseq mtl is not working but the value would lie in finding out why it fails and changing the attention mechanism so that it works,3.0
365.json,strengths well written solid experimental setup and intriguing qualitative analysis weaknesses except for the qualitative analysis the paper may belong better to the applications area since the models are not particularly new but the application itself is most of its novelty general discussion this paper presents a sequence to sequence model with attention mechanisms and an auxiliary phonetic prediction task to tackle historical text normalization none of the used models or techniques are new by themselves but they seem to have never been used in this problem before showing and improvement over the state of the art most of the paper seem like a better fit for the applications track except for the final analysis where the authors link attention with multi task learning claiming that the two produce similar effects the hypothesis is intriguing and it supported with a wealth of evidence at least for the presented task i do have some questions on this analysis though in section are not you assuming that the hidden layer spaces of the two models are aligned is it safe to do so section i do not get what you mean by the errors that each of the models resolve independently of each other this is like symmetric difference that is if we combine the two models these errors are not resolved anymore on a different vein why is there no comparison with azawi model after reading the author response i am feeling more concerned than i was before about your claims of alignment in the hidden space of the two models if accepted i would strongly encourage the authors to make clear in the paper the discussion you have shared with us for why you think that alignment holds in practice,4.0
220.json,strengths great paper very well written interesting results creative method good and enlightening comparisons with earlier approaches in addition the corpus which is very carefully annotated will prove to be a valuable resource for other researchers i appreciated the qualitative discussion in section too many ml papers just give present a results table without much further ado but the discussion in this paper really provides insights for the reader weaknesses in section the sentence the rest of the model s input is set to zeroes is quite enigmatic until you look at figure some extra sentence here explaining what is going on would be helpful furthermore in figure in the input layers to the lstms it says embeddings d also for the networks taking dependency labels as input surely this is wrong or if it is correct please explain what you mean general discussion concerning the comment in lstms are excellent at modelling language sequences which is why we use this type of model this comment seems strange to me this is not a sequential problem in that sense for each datapoint you feed the network all words in an example in one go and the next example has nothing to do with the preceding one the lstm architecture could still be superior of course but not for the reason you state or have i misunderstood something i would be interested to hear the authors comments on this point,5.0
467.json,strengths the paper presents an iterative method to induce bilingual word embeddings using large monolingual corpora starting with very few or automatically obtainable numeral mappings between two languages compared to state of the art using larger bilingual dictionaries or parallel comparable corpora the results obtained with the presented method that relies on very little or no manually prepared input are exciting and impressive weaknesses i would have liked to see a discussion on the errors of the method and possibly a discussion on how the method could be adjusted to deal with them general discussion does the frequency of the seeds in the monolingual corpora matter it would be interesting to see the partial in the sense of after n number of iterations evolution of the mapping between words in the two languages for a few words what happens with different translations of the same word like different senses one big difference between german and english is the prevalence of compounds in german what happens to these compounds what are they mapped onto would a preprocessing step of splitting the compounds help using maybe only corpus internal unigram information what would be the upper bound for such an approach an analysis of errors e g words very far from their counterpart in the other language would be very interesting it would also be interesting to see a discussion of where these errors come from and if they could be addressed with the presented approach,4.0
467.json,this work proposes a self learning bootstrapping approach to learning bilingual word embeddings which achieves competitive results in tasks of bilingual lexicon induction and cross lingual word similarity although it requires a minimal amount of bilingual supervision the method leads to competitive performance even when the seed dictionary is extremely small dictionary items or is constructed without any language pair specific information e g relying on numerals shared between languages the paper is very well written admirably even so i find this work eclectic in a sense that its original contribution is not a breakthrough finding it is more a hort paper idea in my opinion but it connects the dots from prior work drawing inspiration and modelling components from a variety of previous papers on the subject including the pre embedding work on self learning bootstrapping which is not fully recognized in the current version of the paper i liked the paper in general but there are few other research questions that could should have been pursued in this work these along with only a partial recognition of related work and a lack of comparisons with several other relevant baselines are my main concern regarding this paper and they should be fixed in the updated version s self learning bootstrapping of bilingual vector spaces while this work is one of the first to tackle this very limited setup for learning cross lingual embeddings although not the first one see miceli barone and more works below this is the first truly bootstrapping self learning approach to learning cross lingual embeddings however this idea of bootstrapping bilingual vector spaces is not new at all it is just reapplied to learning embeddings and there is a body of work which used exactly the same idea with traditional count based bilingual vector spaces i suggest the authors to check the work of peirsman and pado naacl or vulic and moens emnlp and recognize the fact that their proposed bootstrapping approach is not so novel in this domain there is also related work of ellen riloff group on bootstrapping semantic lexicons in monolingual settings relation to artetxe et al i might be missing something here but it seems that the proposed bootstrapping algorithm is in fact only an iterative approach which repeatedly utilises the previously proposed model formulation of artetxe et al the only difference is the reparametrization line it is not clear to me whether the bootstrapping approach draws its performance from this reparametrization and whether it would work with the previous parametrization or the performance is a product of both the algorithm and this new parametrization perhaps a more explicit statement in the text is needed to fully understand what is going on here comparison with prior work several very relevant papers have not been mentioned nor discussed in the current version of the paper for instance the recent work of duong et al emnlp on learning crosslingual word embeddings without bilingual corpora seems very related to this work as the basic word overlap between the two titles reveals and should be at least discussed if not compared to another work which also relies on mappings with seed lexicons and also partially analyzes the setting with only a few hundred seed lexicon pairs is the work of vulic and korhonen acl on the role of seed lexicons in learning bilingual word embeddings these two papers might also help the authors to provide more details for the future work section e g the selection of reliable translation pairs might boost the performance further during the iterative process another very relevant work has appeared only recently smith et al iclr discuss offline bilingual word vectors orthogonal transformations and the inverted softmax this paper also discusses learning bilingual embeddings in very limited settings e g by relying only on shared words and cognates between two languages in a pair as a side note it would be interesting to report results obtained using only shared words between the languages such words definitely exist for all three language pairs used in the experiments this would also enable a direct comparison with the work of smith et al iclr which rely on this setup seed dictionary size and bilingual lexicon induction it seems that the proposed algorithm as discussed in section is almost invariant to the starting seed lexicon yielding very similar final bli scores regardless of the starting point while a very intriguing finding per se this also seems to suggest an utter limitation of the current offline approaches they seem to have hit the ceiling with the setup discussed in the paper vulic and korhonen acl showed that we cannot really improve the results by simply collecting more seed lexicon pairs and this work suggests that any number of starting pairs from to k is good enough to reach this near optimal performance which is also very similar to the numbers reported by dinu et al arxiv or lazaridou et al acl i would like to see more discussion on how to break this ceiling and further improve bli results with such offline methods smith et al iclr seem to report higher numbers on the same dataset so again it would be very interesting to link this work to the work of smith et al in other words the authors state that in future work they plan to fine tune the method so that it can learn without any bilingual evidence this is an admirable philosophically driven feat but from a more pragmatic point of view it seems more pragmatic to detect how we can go over the plateau ceiling which seems to be hit with these linear mapping approaches regardless of the number of used seed lexicon pairs figure convergence criterion training efficiency the convergence criterion although crucial for the entire algorithm both in terms of efficiency and efficacy is mentioned only as a side note and it is not entirely clear how the whole procedure terminates i suspect that the authors use the vanishing variation in crosslingual word similarity performance as the criterion to stop the procedure but that makes the method applicable only to languages which have a cross lingual word similarity dataset i might be missing here given the current description in the paper but i do not fully understand how the procedure stops for finnish given that there is no crosslingual word similarity dataset for english finnish minor there is a finnish web as a corpus wac corpus lines https www clarin si repository xmlui handle since the authors claim that the method could work with a seed dictionary containing only shared numerals it would be very interesting to include an additional language pair which does not share the alphabet e g english russian english bulgarian or even something more distant such as arabic and or hindi after the response i would like to thank the authors for investing their time into their response which helped me clarify some doubts and points raised in my initial review i hope that they would indeed clarify these points in the final version if given the opportunity,4.0
563.json,strengths the idea to investigate the types of relations between lexical items is very interesting and challenging the authors make a good argument why going beyond analogy testing makes sense weaknesses the paper does not justify or otherwise contextualize the choice of clustering for evaluation rather than using a classification task despite the fact that classification tasks are more straightforward to evaluate no attempt is being made to explain the overall level of the results how well would humans do on this task given only the words no context general discussion i have read the authors response,4.0
563.json,this paper investigates the application of distributional vectors of meaning in tasks that involve the identification of semantic relations similar to the analogical reasoning task of mikolov et al given an expression of the form x is for france what london is for the uk x can be approximated by the simple vector arithmetic operation london uk france the authors argue that this simple method can only capture very specific forms of analogies and they present a measure that aims at identifying a wider range of relations in a more effective way i admit i find the idea of a single vector space model being able to capture a number of semantic relationships and analogies rather radical and infeasible as the authors mention in the paper a number of studies already suggest for the opposite the reason is quite simple behind all these models lies some form of the distributional hypothesis words in similar contexts have similar meanings and this poses certain limitations in their expressive abilities for example words like big and small will always be considered as semantically similar from a vector perspective although they express opposite meanings since they occur in similar contexts so i cannot see how the example given in figure is relevant to the very nature of vector spaces or to any other semantic model for that matter there is a certain analogy between man king and woman queen but asking from a word space to capture has a relationships of the form owl has claws hence hospital has walls doesn t make much sense to me the motivation behind the main proposal of the paper a similarity measure that involves a form of cross comparison between vectors of words and vectors representing the contexts of the words is not clearly explained further the measure is tested on the relation categories of the semeval task with rather unsatisfactory results in almost all cases a simple baseline that takes into account only partial similarities between the tested word pairs present very high performance with a difference from the best performing model which seems to me statistically insignificant so from both a methodological and an experimental perspective the paper has weaknesses and in its current form seems to describe work in progress as such i am inclined against its presentation in acl formatting issue the authors use the latex styles for acl this should be fixed in case the paper is accepted authors response thank you for the clarifications i am still not comfortable with the idea of a metric or a vector space that tries to capture both semantic and relational similarity and i think you do not present enough experimental evidence that your method works i have to agree with one of the other reviewers that a more appropriate format for this work would be a short paper,2.0
563.json,this paper presents a comparison of several vector combination techniques on the task of relation classification strengths the paper is clearly written and easy to understand weaknesses my main complaint about the paper is the significance of its contributions i believe it might be suitable as a short paper but certainly not a full length paper unfortunately there is little original thought and no significantly strong experimental results to back it up the only contribution of this paper is an in out similarity metric which is itself adapted from previous work the results seem to be sensitive to the choice of clusters and only majorly outperforms a very naive baseline when the number of clusters is set to the exact value in the data beforehand i think that relation classification or clustering from semantic vector space models is a very interesting and challenging problem this work might be useful as an experimental nugget for future reference on vector combination and comparison techniques as a short paper unfortunately it does not have the substance to merit a full length paper,2.0
447.json,this paper proposed to explore discourse structure as defined by rhetorical structure theory rst to improve text categorization a rnn with attention mechanism is employed to compute a representation of text the experiments on various of dataset shows the effectiveness of the proposed method below are my comments from table it shows that unlabeled model performs better on four out of five datasets than the full model the authors should explain more about this because intuitively incorporating additional relation labels should bring some benefits is the performance of relation labelling so bad and it hurts the performance instead the paper also transforms the rst tree into a dependency structure as a pre process step instead of transforming how about keep the original tree structure and train a hierarchical model on that for the experimental datasets instead of comparing with only one dataset with each of the previous work the authors may want to run experiments on more common datasets used by previous work,4.0
369.json,this paper details a method of achieving translation from morphologically impoverished languages e g chinese to morphologically rich ones e g spanish in a two step process first a system translates into a simplified version of the target language second a system chooses morphological features for each generated target word and inflects the words based on those features while i wish the authors would apply the work to more than one language pair i believe the issue addressed by this work is one of the most important and under addressed problems with current mt systems the approach taken by the authors is very different than many modern approaches based on bpe and character level models and instead harkens back to approaches such as factored translation models koehn and hoang and translating into morphologically rich languages with synthetic phrases chahuneau et a both of which are unfortunately uncited i am also rather suspicious of the fact that the authors present only meteor results and no bleu or qualitative improvements if bleu scores do not rise perhaps the authors could argue why they believe their approach is still a net plus and back the claim up with meteor and example sentences furthermore the authors repeatedly talk about gender and number as the two linguistic features they seek to correctly handle but seem to completely overlook person perhaps this is because first and second person pronouns and verbs rarely occur in news but certainly this point at least merits brief discussion i would also like to see some discussion of why rescoring hurts with gender if the accuracy is very good shouldn the reranker learn to just keep the best finally while the content of this paper is good overall it has a huge amount of spelling grammar word choice and style errors that render it unfit for publication in its current form below is dump of some errors that i found overall i would like to this work in a future conference hopefully with more than one language pair more evaluation metrics and after further proofreading general error dump line zhand zhang line cfr crf whole related work section consistent use of cite when newcite is appropriate it feels like there a lot of filler it is important to mention that it is worth mentioning that etc line the popular phrase based mt system moses or pbmt systems in general line a software line academic and commercial level this should definitely be pluralized but are these even levels line a morphology based simplified target makes it sound like this simplified target uses morphology perhaps the authors mean a morphologically simplified target line decide on the morphological simplifications table extra space in cuestión on the first line and titulado in the last line table perhaps highlight differences between lines in this table somehow how is the simplification carried out is this simplifier hand written by the authors or does it use an existing tool line i e e g line train on or train for line our architecture is inspired by or collobert proposal inspires our architecture line drop this comma line this equation makes it look like all words share the same word vector w line this could also be casas blancas right how does the system choose between the sg and pl forms remind the reader of the source side conditioning here line this graph is just a lattice or perhaps more specifically a sausage lattice line insert e g or similiar e g producirse line misspelled syllable line i would like some examples or further clarity on what palabras llanas and palabras estrújulas are and how you handle all three of these special cases line and sentences longer than words line by means of zh seg no determiner or by means of the zh seg tool line are you sure this is an and and not an or line trained for instead of trained on line corpus copora line size is sizes are line would bigger embedding sizes help h and h are hardly unreasonable training times line seven and five being the best values line why increased from what to table these are hyperparameters and not just ordinary parameters of the model line coverage exceeds line descending line quadratic line space before cites line by far or by a large margin instead of by large line below line the standard phrase based zh seg citation lists the year as but the tool actually was released in,1.0
105.json,strengths the idea of hard monotonic attention is new and substantially different from others weaknesses the experiment results on morphological inflection generation is somewhat mixed the proposed model is effective if the amount of training data is small such as celex it is also effective if the alignment is mostly monotonic and less context sensitive such as russian german and spanish general discussion the authors proposed a novel neural model for morphological inflection generation which uses hard attention character alignments separately obtained by using a bayesian method for transliteration it is substantially different from the previous state of the art neural model for the task which uses soft attention where character alignment and conversion are solved jointly in the probabilistic model the idea is novel and sound the paper is clearly written the experiment is comprehensive the only concern is that the proposed method is not necessarily the state of the art in all conditions it is suitable for the task with mostly monotonic alignment and with less context sensitive phenomena the paper would be more convincing if it describe the practical merits of the proposed method such as the ease of implementation and computational cost,3.0
105.json,strengths a new encoder decoder model is proposed that explicitly takes into account monotonicity weaknesses maybe the model is just an ordinary birnn with alignments de coupled only evaluated on morphology no other monotone seqseq tasks general discussion the authors propose a novel encoder decoder neural network architecture with hard monotonic attention they evaluate it on three morphology datasets this paper is a tough one one the one hand it is well written mostly very clear and also presents a novel idea namely including monotonicity in morphology tasks the reason for including such monotonicity is pretty obvious unlike machine translation many seqseq tasks are monotone and therefore general encoder decoder models should not be used in the first place that they still perform reasonably well should be considered a strong argument for neural techniques in general the idea of this paper is now to explicity enforce a monotonic output character generation they do this by decoupling alignment and transduction and first aligning input output sequences monotonically and then training to generate outputs in agreement with the monotone alignments however the authors are unclear on this point i have a few questions how do your alignments look like on the one hand the alignments seem to be of the kind to many as in the running example fig that is input character can be aligned with zero or several output characters however this seems to contrast with the description given in lines where the authors speak of several input characters aligned to output character that is do you use to many many to or many to many alignments actually there is a quite simple approach to monotone seqseq in a first stage align input and output characters monotonically with a to many constraint one can use any monotone aligner such as the toolkit of jiampojamarn and kondrak then one trains a standard sequence tagger to predict exactly these to many alignments for example flog fliege your example on l first align as in f l o g f l ie ge now use any tagger could use an lstm if you like to predict f l ie ge sequence of length from f l o g sequence of length such an approach may have been suggested in multiple papers one reference could be section below my two questions here are a how does your approach differ from this rather simple idea b why did you not include it as a baseline further issues it really a pitty that you only tested on morphology because there are many other interesting monotonic seqseq tasks and you could have shown your system superiority by evaluating on these given that you explicitly model monotonicity cf also you perform on par or better l there seems to be a general cognitive bias among nlp researchers to map instances where they perform worse to on par and all the rest to better i think this wording should be corrected but otherwise i am fine with the experimental results you say little about your linguistic features from fig i infer that they include pos etc a where did you take these features from b is it possible that these are responsible for your better performance in some cases rather than the monotonicity constraints minor points equation please re write nn as text nn or similar l where should be lower case l and many more x ldots xn as far as i know the math community recommends to write x ldots xn but x cdots xn that is dots should be on the same level as surrounding symbols figure is it really necessary to use cyrillic font i can not even address your example here because i do not have your fonts l should be these inproceedings schnober etal coling author schnober carsten and eger steffen and do dinh erik l a n and gurevych iryna title still not there comparing traditional sequence to sequence models to encoder decoder neural networks on monotone string translation tasks booktitle proceedings of coling the th international conference on computational linguistics technical papers month december year address osaka japan publisher the coling organizing committee pages url http aclweb org anthology c after author response thanks for the clarifications i think your alignments got mixed up in the response somehow maybe a coding issue but i think you are aligning and later make many to many alignments from these i know that you compare to nicolai cherry and kondrak but my question would have rather been why not use x x in alignments as in schnober et al and then train a neural tagger on these e g bilstm i wonder how much your results would have differed from such a rather simple baseline a tagger is a monotone model to start with and given the monotone alignments everything stays monotone in contrast you start out with a more general model and then put hard monotonicity constraints on this notes from ac also quite relevant is cohn et al http www aclweb org anthology n is not your architecture also related to methods like the stack lstm which similarly predicts a sequence of actions that modify or annotate an input do you think you lose anything by using a greedy alignment in contrast to rastogi et al which also has hard monotonic attention but sums over all alignments,3.0
